label,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width
NUMBER,0.018125,1,1,0.0999999999999999,0.5196078431372549,1,11,8,2,125.91814422607422,0.2614023089408874,0.0110174042650112,0.0,0.85,0.035
NUMBER,0.01453125,1,2,0.125,0.5388888888888889,1,14,9,2,107.55238342285156,0.4200484752655029,0.0115400527389914,0.0,0.89,0.025
NUMBER,0.01984375,1,1,0.0999999999999999,0.4529411764705882,1,9,7,3,137.2843780517578,0.2917672991752624,0.0117755097159905,0.0,0.84,0.0366666666666666
NUMBER,0.01078125,1,1,0.1111111111111111,0.5217391304347826,1,6,4,1,68.74982452392578,0.3210766613483429,0.0055334401741015,0.0,0.91,0.0325
NUMBER,0.02015625,1,1,0.0999999999999999,0.4523809523809524,1,11,9,2,189.7884521484375,0.2680465281009674,0.016430013398645,0.0,0.855,0.0307142857142857
NUMBER,0.0146875,1,1,0.0999999999999999,0.3862745098039216,1,13,7,2,102.51148223876952,0.1328711807727813,0.0085460752798459,0.0,0.88,0.03
NUMBER,0.01703125,1,1,0.0999999999999999,0.4860465116279069,1,13,7,2,119.77703094482422,0.2894613742828369,0.0087284877794298,0.0,0.87,0.0316666666666666
NUMBER,0.01671875,1,1,0.0999999999999999,0.5815789473684211,1,7,6,2,141.3922119140625,0.2879084050655365,0.0098034290605376,0.0,0.87,0.036
NUMBER,0.0084375,1,1,0.1111111111111111,0.4088888888888889,1,4,3,0,57.90571212768555,0.2290803045034408,0.0053701128097386,0.0,0.935,0.0316666666666666
NUMBER,0.01984375,1,1,0.1,0.5018518518518519,1,15,11,2,158.57215881347656,0.1484778225421905,0.0135931453816339,0.0,0.86,0.0333333333333333
NUMBER,0.01859375,1,1,0.0999999999999999,0.5235294117647059,1,16,8,2,123.60589599609376,0.1558826565742492,0.0100796921566932,0.0,0.845,0.0358333333333333
NUMBER,0.00875,1,1,0.0909090909090909,0.4405594405594406,1,7,5,2,90.14909362792967,0.1329830139875412,0.0063640261425625,0.0,0.92,0.03
NUMBER,0.01109375,1,1,0.0999999999999999,0.4323529411764706,1,7,7,3,103.36498260498048,0.2061665952205658,0.0082453932598158,0.0,0.92,0.03
NUMBER,0.01265625,1,2,0.1111111111111111,0.5663082437275986,1,6,4,2,95.32804870605467,0.3025118708610534,0.0073196004174198,0.0,0.885,0.0466666666666666
NUMBER,0.01140625,1,2,0.1111111111111111,0.671957671957672,1,3,4,1,93.65699005126952,0.350431889295578,0.0060913190326326,0.0,0.925,0.035
NUMBER,0.00703125,1,1,0.125,0.65625,1,4,4,2,68.18488311767578,0.5757255554199219,0.0072756159647165,0.0,0.945,0.0325
