character,variant,mass,center_x,center_y,first_moment,second_moment,magnitude,edge_density,symmetry,aspect_ratio,projection_variance,l1_normalized_gradient
0,16,1024,0.0,0.0,2.845703125,223.47423934936523,486.9599572860175,0.0205078125,0.9529411764705882,0.9,34.46706771850586,19.484375
0,17,1024,0.0,0.0,3.060546875,234.4377403259277,499.6558815825147,0.025390625,0.9367647058823528,0.8888888888888888,37.31731796264648,20.6953125
0,18,1024,0.0,0.0,3.4423828125,244.9341802597046,512.7835800803298,0.025390625,0.9676470588235294,0.8,43.617743492126465,20.71875
0,19,1024,0.0,0.0,3.05859375,232.73289489746097,497.89356292284,0.025390625,0.9524509803921568,0.8888888888888888,37.17881774902344,20.603515625
0,20,1024,0.0,0.0,3.4423828125,279.5904302597046,546.2920464367022,0.0263671875,0.9568627450980391,0.8,46.38358211517334,22.251953125
0,21,1024,0.0,0.0,3.060546875,234.4377403259277,499.6558815825147,0.025390625,0.9666666666666668,0.8888888888888888,37.31731796264648,20.6953125
0,22,1024,0.0,0.0,3.443359375,253.5436668395996,521.3156433486339,0.03125,0.9450980392156862,0.8181818181818182,42.543575286865234,23.10546875
0,23,1024,0.0,0.0,3.44140625,238.17625427246097,505.9841894763116,0.03125,0.9519607843137254,0.8181818181818182,41.38819885253906,22.21875
0,24,1024,0.0,0.0,3.0625,199.205078125,462.1579816469688,0.025390625,0.9495098039215686,0.8888888888888888,34.733306884765625,18.650390625
0,25,1024,0.0,0.0,3.0576171875,206.6636724472046,470.3158513169634,0.025390625,0.951470588235294,0.8888888888888888,35.287970542907715,19.103515625
0,26,1024,0.0,0.0,3.4443359375,240.303542137146,508.1525361542536,0.0234375,0.95,0.8,43.22819423675537,20.509765625
0,27,1024,0.0,0.0,3.0595703125,199.35680294036865,462.30617560227336,0.025390625,0.959313725490196,0.8888888888888888,34.70360469818115,18.685546875
0,28,1024,0.0,0.0,3.056640625,195.3385887145996,457.81437286306334,0.025390625,0.9563725490196078,0.8888888888888888,34.34322738647461,18.42578125
0,29,1024,0.0,0.0,3.306640625,249.5465965270996,516.4610343481878,0.0205078125,0.9509803921568628,0.9,42.88778305053711,21.88671875
0,30,1024,0.0,0.0,3.2109375,240.50042724609375,506.7839776472812,0.025390625,0.9333333333333332,0.8181818181818182,39.456451416015625,21.095703125
0,31,1024,0.0,0.0,3.4482421875,250.0402898788452,517.8967078481963,0.03125,0.9509803921568628,0.8181818181818182,42.347418785095215,22.908203125
0,32,1024,0.0,0.0,3.2109375,225.64300537109375,491.54450459749825,0.025390625,0.9431372549019608,0.8181818181818182,38.401947021484375,20.357421875
0,33,1024,0.0,0.0,3.0576171875,212.5914068222046,476.7252877706405,0.0244140625,0.951470588235294,0.8888888888888888,35.75083065032959,19.45703125
0,34,1024,0.0,0.0,3.3017578125,255.3747625350952,522.1752579354943,0.021484375,0.9534313725490196,0.9,43.280463218688965,22.126953125
0,35,1024,0.0,0.0,3.4404296875,238.10192012786865,505.9021644547491,0.0234375,0.9426470588235294,0.8,42.9694128036499,20.416015625
0,36,1024,0.0,0.0,3.3037109375,239.85014247894287,506.73760468313384,0.021484375,0.9588235294117646,0.9,42.12022304534912,21.42578125
0,37,1024,0.0,0.0,3.4462890625,247.85258388519287,515.7160071201979,0.0263671875,0.9490196078431372,0.8,43.91349697113037,20.849609375
0,38,1024,0.0,0.0,3.05859375,197.66453552246097,460.4215459771621,0.0244140625,0.9357843137254902,0.8888888888888888,34.56193542480469,18.5546875
0,39,1024,0.0,0.0,3.4462890625,247.85258388519287,515.7160071201979,0.0263671875,0.9441176470588236,0.8,43.91349697113037,20.849609375
0,40,1024,0.0,0.0,3.4443359375,224.278151512146,491.74078537375766,0.0302734375,0.9411764705882352,0.8181818181818182,40.387648582458496,21.326171875
0,41,1024,0.0,0.0,3.298828125,243.38335800170896,510.2626774515259,0.021484375,0.9441176470588236,0.9,42.34060287475586,21.603515625
0,42,1024,0.0,0.0,3.4423828125,241.5669927597046,509.4104435521518,0.0234375,0.9490196078431372,0.8,43.304999351501465,20.572265625
0,43,1024,0.0,0.0,3.3076171875,266.7383794784546,533.2382206856519,0.021484375,0.9284313725490196,0.9,44.114020347595215,22.662109375
0,44,1024,0.0,0.0,3.4443359375,215.159010887146,482.15246551272554,0.029296875,0.9504901960784312,0.8181818181818182,39.619338035583496,20.658203125
0,45,1024,0.0,0.0,3.2119140625,210.13770961761475,475.12629899848736,0.025390625,0.9401960784313724,0.8181818181818182,37.25340175628662,19.40625
0,46,1024,0.0,0.0,3.4375,254.2421875,521.9616844175442,0.03125,0.9416666666666668,0.8181818181818182,42.5040283203125,23.12890625
0,47,1024,0.0,0.0,3.306640625,238.1657371520996,505.0524725214202,0.021484375,0.9519607843137254,0.9,42.01449203491211,21.341796875
0,48,1024,0.0,0.0,3.306640625,246.1169090270996,513.0497051943408,0.021484375,0.9431372549019608,0.9,42.64638900756836,21.71484375
0,49,1024,0.0,0.0,3.4453125,230.30169677734375,497.9799192738599,0.03125,0.9377450980392156,0.8181818181818182,40.8502197265625,21.71484375
0,50,1024,0.0,0.0,3.064453125,200.5895957946777,463.70249082790144,0.025390625,0.9598039215686276,0.8888888888888888,34.867794036865234,18.736328125
0,51,1024,0.0,0.0,3.4423828125,269.4263677597046,536.6814697751358,0.0263671875,0.9348039215686276,0.8,45.62497615814209,21.802734375
0,52,1024,0.0,0.0,3.056640625,223.3424949645996,488.1290812889558,0.025390625,0.9558823529411764,0.8888888888888888,36.51864242553711,20.064453125
0,53,1024,0.0,0.0,3.0576171875,196.2964849472046,458.8910546088254,0.025390625,0.9549019607843136,0.8888888888888888,34.43955135345459,18.4921875
0,54,1024,0.0,0.0,3.2177734375,214.74066066741943,480.1010310340939,0.0244140625,0.9308823529411764,0.8181818181818182,37.699095726013184,19.6875
0,55,1024,0.0,0.0,3.4423828125,262.8072271347046,530.329143080031,0.0263671875,0.9367647058823528,0.8,45.09220027923584,21.4921875
0,56,1024,0.0,0.0,3.4423828125,265.3619146347046,532.7898272302128,0.0263671875,0.9367647058823528,0.8,45.31662654876709,21.5703125
0,57,1024,0.0,0.0,3.4501953125,221.05025386810303,488.4106878437449,0.029296875,0.9367647058823528,0.8181818181818182,40.1646032333374,21.099609375
0,58,1024,0.0,0.0,2.8427734375,194.85320949554443,455.8563370185831,0.0205078125,0.9465686274509804,0.9,32.452940940856934,18.068359375
0,59,1024,0.0,0.0,3.3046875,282.30169677734375,547.9598525439615,0.021484375,0.940686274509804,0.9,45.10107421875,23.3828125
0,60,1024,0.0,0.0,3.4423828125,232.7603521347046,500.480768861302,0.03125,0.955392156862745,0.8181818181818182,40.98783016204834,21.89453125
0,61,1024,0.0,0.0,3.4443359375,240.303542137146,508.1525361542536,0.0234375,0.9450980392156862,0.8,43.22819423675537,20.509765625
0,62,1024,0.0,0.0,3.2119140625,226.76075649261475,492.7139129352854,0.025390625,0.9519607843137254,0.8181818181818182,38.48710536956787,20.427734375
0,63,1024,0.0,0.0,3.4404296875,245.36949825286865,513.2046375472459,0.0263671875,0.9539215686274508,0.8,43.63487911224365,20.724609375
0,64,1024,0.0,0.0,3.4453125,273.56927490234375,540.6385113918542,0.0263671875,0.9509803921568628,0.8,45.970306396484375,21.9921875
0,65,1024,0.0,0.0,3.2109375,232.16644287109375,498.2930864461195,0.025390625,0.9372549019607844,0.8181818181818182,38.849822998046875,20.6953125
0,66,1024,0.0,0.0,3.4423828125,244.9341802597046,512.7835800803298,0.025390625,0.9401960784313724,0.8,43.617743492126465,20.71875
0,67,1024,0.0,0.0,3.2158203125,246.5501012802124,512.8908265898309,0.025390625,0.9627450980392156,0.8181818181818182,39.92238521575928,21.353515625
0,68,1024,0.0,0.0,3.3037109375,239.85014247894287,506.73760468313384,0.021484375,0.9450980392156862,0.9,42.12022304534912,21.42578125
0,69,1024,0.0,0.0,3.3056640625,247.042311668396,513.9659521797139,0.0205078125,0.9401960784313724,0.9,42.68473720550537,21.775390625
0,70,1024,0.0,0.0,3.4462890625,241.63969326019287,509.5105494491748,0.0234375,0.9411764705882352,0.8,43.370924949646,20.587890625
0,71,1024,0.0,0.0,3.4482421875,251.9738836288452,519.8047710438988,0.0263671875,0.946078431372549,0.8,44.29459285736084,21.025390625
0,72,1024,0.0,0.0,3.4462890625,244.11430263519287,511.9912108620616,0.0234375,0.9519607843137254,0.8,43.58488368988037,20.671875
0,73,1024,0.0,0.0,3.21484375,212.3366546630859,477.5102093149423,0.025390625,0.9338235294117648,0.8181818181818182,37.45912170410156,19.576171875
0,74,1024,0.0,0.0,2.845703125,223.47423934936523,486.9599572860175,0.0205078125,0.9362745098039216,0.9,34.46706771850586,19.484375
0,75,1024,0.0,0.0,3.3115234375,252.03869533538816,518.9576090587747,0.021484375,0.9416666666666668,0.9,43.141478538513184,22.001953125
0,76,1024,0.0,0.0,2.849609375,194.7488670349121,455.7828430294409,0.0205078125,0.9539215686274508,0.9,32.526302337646484,18.064453125
0,77,1024,0.0,0.0,3.3056640625,235.915358543396,502.7593857900616,0.021484375,0.951470588235294,0.9,41.82108974456787,21.23046875
0,78,1024,0.0,0.0,3.0576171875,205.7554693222046,469.32611263384865,0.0244140625,0.9519607843137254,0.8888888888888888,35.21152400970459,19.068359375
0,79,1024,0.0,0.0,3.3017578125,232.3103094100952,499.0480938747287,0.021484375,0.9348039215686276,0.9,41.476019859313965,21.052734375
0,80,1024,0.0,0.0,3.0576171875,196.2964849472046,458.8910546088254,0.025390625,0.9558823529411764,0.8888888888888888,34.43955135345459,18.4921875
0,81,1024,0.0,0.0,3.447265625,225.42495346069336,492.954358942083,0.03125,0.9480392156862744,0.8181818181818182,40.50332260131836,21.40234375
0,82,1024,0.0,0.0,3.44140625,247.45164489746097,515.2843874987869,0.03125,0.9480392156862744,0.8181818181818182,42.05778503417969,22.767578125
0,83,1024,0.0,0.0,2.8544921875,204.79230403900144,466.95931300274975,0.0205078125,0.9382352941176472,0.9,33.323554039001465,18.5546875
0,84,1024,0.0,0.0,3.060546875,234.4377403259277,499.6558815825147,0.025390625,0.9519607843137254,0.8888888888888888,37.31731796264648,20.6953125
0,85,1024,0.0,0.0,3.306640625,246.1169090270996,513.0497051943408,0.021484375,0.9338235294117648,0.9,42.64638900756836,21.71484375
0,86,1024,0.0,0.0,3.216796875,221.30065536499023,487.0400394218118,0.025390625,0.9446078431372548,0.8181818181818182,38.16097640991211,20.09765625
0,87,1024,0.0,0.0,3.4501953125,250.40181636810303,518.2673055480154,0.03125,0.9245098039215688,0.8181818181818182,42.40135860443115,22.923828125
0,88,1024,0.0,0.0,3.212890625,231.1597557067871,497.2705501032612,0.025390625,0.9294117647058824,0.8181818181818182,38.82894515991211,20.62890625
0,89,1024,0.0,0.0,3.4443359375,243.159010887146,511.0215259653941,0.0234375,0.95,0.8,43.48039150238037,20.65234375
0,90,1024,0.0,0.0,3.0625,199.205078125,462.1579816469688,0.025390625,0.9558823529411764,0.8888888888888888,34.733306884765625,18.650390625
0,91,1024,0.0,0.0,3.0576171875,206.6636724472046,470.3158513169634,0.025390625,0.951470588235294,0.8888888888888888,35.287970542907715,19.103515625
0,92,1024,0.0,0.0,3.443359375,218.5514793395996,485.73449537787616,0.029296875,0.9549019607843136,0.8181818181818182,39.883174896240234,20.927734375
0,93,1024,0.0,0.0,3.056640625,211.7116355895996,475.7730551428906,0.025390625,0.9622549019607844,0.8888888888888888,35.68148422241211,19.384765625
0,94,1024,0.0,0.0,3.0556640625,210.452956199646,474.4101600935629,0.0244140625,0.9602941176470589,0.8888888888888888,35.55369472503662,19.369140625
0,95,1024,0.0,0.0,3.4462890625,241.63969326019287,509.5105494491748,0.0234375,0.9362745098039216,0.8,43.370924949646,20.587890625
0,96,1024,0.0,0.0,3.44140625,235.30906677246097,503.0745471597624,0.03125,0.9524509803921568,0.8181818181818182,41.17524719238281,22.05078125
0,97,1024,0.0,0.0,3.212890625,207.8257713317871,472.6351658520555,0.0234375,0.946078431372549,0.8181818181818182,37.082088470458984,19.2421875
0,98,1024,0.0,0.0,3.2197265625,223.72027492523193,489.5967728651814,0.0234375,0.9411764705882352,0.8181818181818182,38.37966823577881,20.236328125
0,99,1024,0.0,0.0,3.05859375,232.73289489746097,497.89356292284,0.025390625,0.951470588235294,0.8888888888888888,37.17881774902344,20.603515625
1,0,1024,0.0,0.0,2.0234375,159.11468505859375,408.8104695332545,0.01953125,0.965686274509804,0.8888888888888888,22.415313720703125,17.212890625
1,1,1024,0.0,0.0,1.736328125,96.99297714233398,320.01249975586893,0.01953125,0.9480392156862744,0.7,16.304439544677734,14.498046875
1,2,1024,0.0,0.0,2.4970703125,249.84374141693115,512.0790954530364,0.015625,0.9661764705882352,0.5454545454545454,36.3788366317749,21.126953125
1,3,1024,0.0,0.0,1.5927734375,87.39178371429443,303.45839912581096,0.01953125,0.965686274509804,0.6,13.79818630218506,13.1484375
1,4,1024,0.0,0.0,2.4970703125,218.64647579193115,479.8739417805472,0.015625,0.9495098039215686,0.5454545454545454,33.3793249130249,19.96484375
1,5,1024,0.0,0.0,1.6005859375,100.07777309417725,324.1959284136678,0.01953125,0.9637254901960784,0.6,15.20481777191162,13.880859375
1,6,1024,0.0,0.0,1.5966796875,90.5824499130249,308.8154788866646,0.01953125,0.961764705882353,0.6,14.163382530212402,13.357421875
1,7,1024,0.0,0.0,2.0205078125,132.59039974212646,374.102927013409,0.01953125,0.9588235294117646,0.8888888888888888,20.057074546813965,16.048828125
1,8,1024,0.0,0.0,1.6005859375,99.00746059417725,322.50116278860145,0.01953125,0.9637254901960784,0.6,15.089980125427246,13.80859375
1,9,1024,0.0,0.0,2.025390625,121.54427719116212,358.6948563891041,0.0185546875,0.959313725490196,0.8888888888888888,19.08822250366211,15.43359375
1,10,1024,0.0,0.0,2.4990234375,200.73828029632568,460.3813636540906,0.0166015625,0.9642156862745098,0.5454545454545454,31.551268577575684,19.11328125
1,11,1024,0.0,0.0,2.0185546875,119.37367916107178,355.54324631470644,0.0185546875,0.9544117647058824,0.8888888888888888,18.826071739196777,15.259765625
1,12,1024,0.0,0.0,1.3642578125,73.79407405853271,278.33612773048344,0.0185546875,0.9490196078431372,0.6363636363636364,10.81247615814209,11.3671875
1,13,1024,0.0,0.0,2.498046875,204.8945274353027,464.9752681595011,0.015625,0.9455882352941176,0.5454545454545454,31.99984359741211,19.345703125
1,14,1024,0.0,0.0,1.6904296875,116.10436153411864,349.02292188336287,0.0146484375,0.9519607843137254,0.9,16.513297080993652,15.021484375
1,15,1024,0.0,0.0,1.7373046875,104.45345211029051,331.7393555187566,0.0185546875,0.9588235294117649,0.7,17.168662071228027,15.154296875
1,16,1024,0.0,0.0,1.599609375,90.31820297241212,308.3926069152761,0.01953125,0.965686274509804,0.6,14.152523040771484,13.376953125
1,17,1024,0.0,0.0,2.0205078125,122.86774349212646,360.5509672709255,0.01953125,0.9544117647058824,0.8888888888888888,19.16977596282959,15.509765625
1,18,1024,0.0,0.0,1.6904296875,124.01842403411864,360.4455576089127,0.013671875,0.951470588235294,0.9,17.212821006774902,15.515625
1,19,1024,0.0,0.0,1.6005859375,90.42738246917725,308.5790012298309,0.01953125,0.961764705882353,0.6,14.175673484802246,13.384765625
1,20,1024,0.0,0.0,2.498046875,241.1660118103027,503.3328918320359,0.015625,0.9504901960784312,0.5454545454545454,35.584529876708984,20.8359375
1,21,1024,0.0,0.0,1.734375,100.140380859375,324.9984615348202,0.01953125,0.9549019607843136,0.7,16.6729736328125,14.779296875
1,22,1024,0.0,0.0,1.3671875,92.65032958984376,311.1076983939806,0.0166015625,0.9676470588235294,0.6363636363636364,12.635528564453123,12.47265625
1,23,1024,0.0,0.0,1.693359375,95.3200340270996,317.08673892170265,0.015625,0.946078431372549,0.9,14.622615814208984,13.447265625
1,24,1024,0.0,0.0,1.5966796875,122.8773717880249,358.381082090001,0.01953125,0.9700980392156864,0.6,17.515372276306152,14.70703125
1,25,1024,0.0,0.0,1.595703125,100.75255966186523,325.2352994371921,0.01953125,0.965686274509804,0.6,15.220760345458984,13.912109375
1,26,1024,0.0,0.0,1.5908203125,111.1480016708374,341.1847007120923,0.01953125,0.9705882352941176,0.6,16.283438682556152,14.30859375
1,27,1024,0.0,0.0,2.498046875,203.8046836853027,463.7736516879759,0.015625,0.9573529411764704,0.5454545454545454,31.85763168334961,19.27734375
1,28,1024,0.0,0.0,1.365234375,71.50918197631836,274.1058189823777,0.0185546875,0.9455882352941176,0.6363636363636364,10.596858978271484,11.208984375
1,29,1024,0.0,0.0,1.7353515625,94.0129690170288,315.2031091217217,0.01953125,0.9524509803921568,0.7,15.959105491638184,14.236328125
1,30,1024,0.0,0.0,2.021484375,129.95266342163086,370.4807687316576,0.01953125,0.955392156862745,0.8888888888888888,19.84896469116211,15.92578125
1,31,1024,0.0,0.0,2.0205078125,122.26422786712646,359.6929245898507,0.01953125,0.9632352941176472,0.8888888888888888,19.13046932220459,15.462890625
1,32,1024,0.0,0.0,2.4970703125,218.64647579193115,479.8739417805472,0.015625,0.9598039215686276,0.5454545454545454,33.3793249130249,19.96484375
1,33,1024,0.0,0.0,1.5888671875,118.28507137298584,351.72290229668016,0.01953125,0.9612745098039216,0.6,16.98587703704834,14.5546875
1,34,1024,0.0,0.0,2.0244140625,120.88514614105225,357.7471173888058,0.0185546875,0.9568627450980391,0.8888888888888888,19.02250576019287,15.384765625
1,35,1024,0.0,0.0,1.7353515625,93.2590627670288,313.97611374115706,0.0205078125,0.9509803921568628,0.7,15.858458518981934,14.1875
1,36,1024,0.0,0.0,2.4970703125,220.60546016693115,481.9595418704769,0.015625,0.9558823529411764,0.5454545454545454,33.55690670013428,20.033203125
1,37,1024,0.0,0.0,1.599609375,129.3435935974121,367.51598604686575,0.01953125,0.975,0.6,18.179988861083984,14.9140625
1,38,1024,0.0,0.0,1.6884765625,101.46252346038818,326.82870131002875,0.015625,0.9495098039215686,0.9,15.17404079437256,13.982421875
1,39,1024,0.0,0.0,2.021484375,127.08156967163086,366.4914732978109,0.01953125,0.9485294117647058,0.8888888888888888,19.57531356811523,15.75
1,40,1024,0.0,0.0,2.0224609375,122.59422206878662,360.17356926904006,0.01953125,0.9632352941176472,0.8888888888888888,19.17600917816162,15.486328125
1,41,1024,0.0,0.0,1.7373046875,99.43001461029051,323.8935010153801,0.0185546875,0.9475490196078432,0.7,16.597861289978027,14.712890625
1,42,1024,0.0,0.0,1.3681640625,69.4943380355835,270.3312782494841,0.01953125,0.9558823529411764,0.6363636363636364,10.403609275817873,11.076171875
1,43,1024,0.0,0.0,1.6884765625,96.71838283538818,319.3101940120296,0.015625,0.9598039215686276,0.9,14.743041038513184,13.58984375
1,44,1024,0.0,0.0,1.69140625,98.20164489746094,321.6955082061296,0.015625,0.9588235294117649,0.9,14.904556274414062,13.712890625
1,45,1024,0.0,0.0,2.0234375,120.23577880859376,356.81087427375303,0.0185546875,0.9632352941176472,0.8888888888888888,18.94244384765625,15.330078125
1,46,1024,0.0,0.0,2.5,209.8203125,470.3785709404713,0.015625,0.9490196078431372,0.5454545454545454,32.52069091796875,19.587890625
1,47,1024,0.0,0.0,2.498046875,199.4550743103027,458.9466199897326,0.0166015625,0.9431372549019608,0.5454545454545454,31.41213607788086,19.064453125
1,48,1024,0.0,0.0,1.732421875,105.41473007202148,333.1936373942336,0.0185546875,0.9598039215686276,0.7,17.23812484741211,15.197265625
1,49,1024,0.0,0.0,1.3642578125,80.32532405853271,290.10170630315156,0.017578125,0.9651960784313726,0.6363636363636364,11.461005210876465,11.7734375
1,50,1024,0.0,0.0,2.0205078125,145.73493099212646,391.6797160946683,0.01953125,0.9568627450980391,0.8888888888888888,21.22977352142334,16.685546875
1,51,1024,0.0,0.0,2.5,209.8203125,470.3785709404713,0.015625,0.9705882352941176,0.5454545454545454,32.52069091796875,19.587890625
1,52,1024,0.0,0.0,1.6005859375,86.76527309417725,302.44172992495595,0.01953125,0.9691176470588236,0.6,13.780074119567873,13.08203125
1,53,1024,0.0,0.0,1.6015625,114.00531005859376,345.49674383414964,0.01953125,0.9622549019607844,0.6,16.646331787109375,14.431640625
1,54,1024,0.0,0.0,2.4951171875,227.4765386581421,489.19423545254494,0.015625,0.9490196078431372,0.5454545454545454,34.210700035095215,20.3203125
1,55,1024,0.0,0.0,2.0263671875,150.13700008392334,397.422948507003,0.01953125,0.9686274509803922,0.8888888888888888,21.69608211517334,16.8828125
1,56,1024,0.0,0.0,1.3681640625,70.3146505355835,271.88048845034837,0.01953125,0.951470588235294,0.6363636363636364,10.506972312927246,11.140625
1,57,1024,0.0,0.0,1.60546875,92.53770446777344,312.0865264634153,0.01953125,0.9637254901960784,0.6,14.431838989257812,13.49609375
1,58,1024,0.0,0.0,2.49609375,197.30467224121097,456.5303932927139,0.0166015625,0.9568627450980391,0.5454545454545454,31.160903930664062,18.94140625
1,59,1024,0.0,0.0,1.693359375,103.9860496520996,330.7839173841437,0.015625,0.9387254901960784,0.9,15.44204330444336,14.16015625
1,60,1024,0.0,0.0,2.4990234375,208.51171779632568,468.94669206637974,0.015625,0.957843137254902,0.5454545454545454,32.367003440856934,19.513671875
1,61,1024,0.0,0.0,1.59765625,121.57054138183594,356.5136743520506,0.01953125,0.9715686274509804,0.6,17.400680541992188,14.677734375
1,62,1024,0.0,0.0,1.369140625,70.09029769897461,271.46270462072687,0.01953125,0.9475490196078432,0.6363636363636364,10.46535873413086,11.1171875
1,63,1024,0.0,0.0,2.021484375,127.68313217163086,367.3309134826526,0.01953125,0.957843137254902,0.8888888888888888,19.625484466552734,15.802734375
1,64,1024,0.0,0.0,2.494140625,221.1601219177246,482.53290043270624,0.015625,0.959313725490196,0.5454545454545454,33.581478118896484,20.068359375
1,65,1024,0.0,0.0,2.5009765625,206.38085842132568,466.6251171979494,0.015625,0.9509803921568628,0.5454545454545454,32.158995628356934,19.40234375
1,66,1024,0.0,0.0,1.734375,123.632568359375,360.1110939696249,0.017578125,0.9666666666666668,0.7,19.19873046875,16.3984375
1,67,1024,0.0,0.0,1.3671875,76.81048583984375,283.8450281403569,0.017578125,0.9558823529411764,0.6363636363636364,11.13409423828125,11.576171875
1,68,1024,0.0,0.0,2.49609375,197.30467224121097,456.5303932927139,0.0166015625,0.96078431372549,0.5454545454545454,31.160903930664062,18.94140625
1,69,1024,0.0,0.0,1.7373046875,99.43001461029051,323.8935010153801,0.0185546875,0.9549019607843136,0.7,16.597861289978027,14.712890625
1,70,1024,0.0,0.0,2.4931640625,230.1444845199585,491.96849492625034,0.015625,0.9588235294117649,0.5454545454545454,34.469496726989746,20.43359375
1,71,1024,0.0,0.0,2.021484375,127.68313217163086,367.3309134826526,0.01953125,0.9642156862745098,0.8888888888888888,19.625484466552734,15.802734375
1,72,1024,0.0,0.0,1.603515625,102.73733139038086,328.38392165268993,0.01953125,0.9598039215686276,0.6,15.470149993896484,13.98828125
1,73,1024,0.0,0.0,1.6923828125,95.2598638534546,316.9842267369151,0.015625,0.9549019607843136,0.9,14.60678768157959,13.439453125
1,74,1024,0.0,0.0,1.599609375,86.66585922241211,302.2680929241457,0.01953125,0.9691176470588236,0.6,13.76015853881836,13.07421875
1,75,1024,0.0,0.0,2.0244140625,120.88514614105225,357.7471173888058,0.0185546875,0.9485294117647058,0.8888888888888888,19.02250576019287,15.384765625
1,76,1024,0.0,0.0,1.732421875,115.80340194702148,348.7922017476882,0.017578125,0.9549019607843136,0.7,18.38998031616211,15.896484375
1,77,1024,0.0,0.0,1.6884765625,96.71838283538818,319.3101940120296,0.015625,0.9470588235294116,0.9,14.743041038513184,13.58984375
1,78,1024,0.0,0.0,2.0185546875,145.26625728607178,391.0562619368216,0.01953125,0.9549019607843136,0.8888888888888888,21.168784141540527,16.654296875
1,79,1024,0.0,0.0,2.0234375,121.23968505859376,358.2485170939302,0.0185546875,0.9558823529411764,0.8888888888888888,19.04254150390625,15.404296875
1,80,1024,0.0,0.0,1.6005859375,87.40003871917725,303.51441481418965,0.01953125,0.9686274509803922,0.6,13.837203025817873,13.1484375
1,81,1024,0.0,0.0,2.01953125,122.74375915527344,360.3692550704069,0.01953125,0.9529411764705882,0.8888888888888888,19.148849487304688,15.498046875
1,82,1024,0.0,0.0,1.59375,102.1494140625,327.41716509676155,0.01953125,0.971078431372549,0.6,15.357147216796877,13.94140625
1,83,1024,0.0,0.0,1.5986328125,94.94339656829834,315.97310012088053,0.01953125,0.9676470588235294,0.6,14.643561363220217,13.611328125
1,84,1024,0.0,0.0,2.025390625,126.45443344116212,365.6364314452268,0.01953125,0.9539215686274508,0.8888888888888888,19.54244613647461,15.7421875
1,85,1024,0.0,0.0,1.5927734375,127.00115871429443,364.207358519841,0.01953125,0.9666666666666668,0.6,17.889830589294434,14.8125
1,86,1024,0.0,0.0,2.49609375,220.51170349121097,481.8547498987636,0.015625,0.9558823529411764,0.5454545454545454,33.54045104980469,20.033203125
1,87,1024,0.0,0.0,1.732421875,105.41473007202148,333.1936373942336,0.0185546875,0.9598039215686274,0.7,17.23812484741211,15.197265625
1,88,1024,0.0,0.0,2.0234375,139.10687255859375,382.93341457752155,0.01953125,0.9519607843137254,0.8888888888888888,20.670806884765625,16.3984375
1,89,1024,0.0,0.0,1.591796875,92.67321395874023,312.23708940483033,0.01953125,0.9598039215686276,0.6,14.35696029663086,13.447265625
