sample_id,label,dark_frac,vert_strokes_count,horiz_strokes_count,aspect_ratio,compactness,num_contours,cc_count,col_peaks,row_peaks,vertical_intensity_variance,gap_depth_index,intensity_fluctuation_ratio,column_intensity_entropy,frequency_white,average_peak_width
NUM_000,NUMBER,0.01296875,1,1,0.06666666666666667,0.42745098039215684,1,9,5,2,93.45645141601562,0.3017318844795227,0.006885593817390648,0.0,0.885,0.03875
NUM_001,NUMBER,0.0190625,1,1,0.1,0.5571428571428572,1,7,7,2,145.3673858642578,0.36741143465042114,0.011523575813947926,0.0,0.87,0.036000000000000004
NUM_002,NUMBER,0.0175,1,1,0.09999999999999999,0.492156862745098,1,10,10,2,123.34786987304688,0.29929643869400024,0.011240831901608017,0.0,0.88,0.032
NUM_003,NUMBER,0.01,1,1,0.08333333333333333,0.3717948717948718,1,9,7,2,83.20072174072266,0.12394829839468002,0.007910240814929007,0.0,0.93,0.02625
NUM_004,NUMBER,0.01890625,1,1,0.1111111111111111,0.5070707070707071,1,10,10,1,125.38481140136719,0.2490612268447876,0.011198273337232587,0.0,0.8,0.04333333333333333
NUM_005,NUMBER,0.01578125,1,2,0.1,0.486,1,13,9,2,135.89549255371094,0.19613437354564667,0.01259759092659555,0.0,0.865,0.0325
NUM_006,NUMBER,0.01015625,1,1,0.1111111111111111,0.48444444444444446,1,3,4,1,67.36186218261719,0.2971389889717102,0.005262885712434948,0.0,0.915,0.03833333333333334
NUM_007,NUMBER,0.025,1,3,0.1,0.48870967741935484,1,13,12,1,202.5083770751953,0.25421473383903503,0.017356968930065598,0.0,0.83,0.03428571428571428
NUM_008,NUMBER,0.01453125,1,1,0.09090909090909091,0.4568764568764569,1,6,6,2,113.28748321533203,0.2730061411857605,0.008864371230565356,0.0,0.87,0.0425
NUM_009,NUMBER,0.0059375,1,1,0.1111111111111111,0.4222222222222222,1,5,4,1,42.1644401550293,0.24382098019123077,0.0047636541573594406,0.0,0.945,0.035
NUM_010,NUMBER,0.02078125,1,1,0.1111111111111111,0.6469135802469136,1,9,8,2,159.3907470703125,0.41129568219184875,0.012780934938105339,0.0,0.84,0.042
NUM_011,NUMBER,0.01109375,1,2,0.1111111111111111,0.5733333333333334,1,4,3,2,82.49417114257812,0.32869353890419006,0.005467827181209218,0.0,0.925,0.035
NUM_012,NUMBER,0.013125,1,1,0.09090909090909091,0.44988344988344986,1,7,6,2,98.91001892089844,0.2377225011587143,0.008470823906850953,0.0,0.895,0.031
NUM_013,NUMBER,0.01390625,1,1,0.08333333333333333,0.5632183908045977,1,10,7,2,114.43887329101562,0.3636772930622101,0.0089833039572129,0.0,0.905,0.03125
NUM_014,NUMBER,0.00828125,1,1,0.1111111111111111,0.40625,1,3,5,1,71.52921295166016,0.2666357755661011,0.008404487395575654,0.0,0.935,0.03166666666666666
NUM_015,NUMBER,0.018125,1,1,0.08333333333333333,0.47863247863247865,1,7,7,3,134.30828857421875,0.26607903838157654,0.009977479317955442,0.0,0.84,0.05
NUM_016,NUMBER,0.01390625,1,1,0.09090909090909091,0.44919786096256686,1,8,5,3,123.10185241699219,0.14490704238414764,0.010187972676305413,0.0,0.905,0.028999999999999998
NUM_017,NUMBER,0.01203125,1,1,0.09090909090909091,0.38961038961038963,1,6,4,2,131.72528076171875,0.3107316195964813,0.00896843844905986,0.0,0.92,0.03
