character,variant,mass,center_x,center_y,second_moment,sobel_mean_magnitude,sobel_std_magnitude,aspect_ratio,vertical_intensity_variance,num_contours,hole_count,avg_euler_number,avg_contour_solidity,avg_contour_area,compactness,cc_count,avg_cc_area,cc_area_std,left_sum,right_sum,top_sum,bottom_sum,avgs,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8
4,151,56,0.17857142857142858,1.0357142857142858,551.7534446716309,27.11601761478785,90.71047104642615,1.0,130.90334701538086,1,0,1.0,0.9545454545454546,31.5,0.7436781659348073,1,43.0,0.0,560,1975,716,1152,,14.0,47.867,65.333,12.0,47.333,96.917,114.667,52.625
4,152,57,0.23684210526315788,1.043859649122807,525.4178075790405,26.275373095582125,85.48813927199467,1.0,126.56761837005615,1,0,1.0,0.9701492537313433,32.5,0.7672869965994044,1,44.0,0.0,565,1929,708,1130,,14.733,48.667,64.933,14.3,47.083,95.75,111.917,52.75
4,153,55,0.20909090909090908,0.9727272727272728,533.7446250915527,26.594864432452958,89.3454185217096,1.0,125.84759140014648,1,0,1.0,0.9545454545454546,31.5,0.7436781659348073,1,43.0,0.0,556,1937,699,1130,,13.733,47.533,64.8,11.4,46.0,95.25,112.0,51.625
4,154,66,0.9545454545454546,1.5757575757575757,422.64828395843506,24.331696674442835,73.35002624023326,1.0,110.83483791351318,1,0,1.0,0.8947368421052632,42.5,0.6861295387942145,1,56.0,0.0,826,2105,557,596,,7.833,44.5,69.417,10.833,48.25,91.5,104.667,64.417
4,155,71,0.9366197183098591,0.09154929577464789,511.93400478363037,27.84340951417976,78.88803883749225,1.0,135.261305809021,1,0,1.0,0.8901098901098901,40.5,0.6702264155759212,1,53.0,0.0,637,1635,239,734,,3.15,32.75,74.867,9.467,28.9,76.95,96.733,51.467
4,156,76,0.75,-0.4342105263157895,575.4870567321777,30.07150717107376,87.6596833296816,1.0,160.86022567749023,1,0,1.0,0.95,47.5,0.7232610082606272,1,61.0,0.0,640,2642,823,676,,12.2,44.2,69.933,12.533,87.438,86.917,111.5,57.917
4,157,56,0.17857142857142858,1.0357142857142858,558.2322072982788,27.31144049144016,91.83529788176504,1.0,132.21990871429443,1,0,1.0,0.9545454545454546,31.5,0.7436781659348073,1,43.0,0.0,558,1988,721,1157,,14.0,47.8,65.267,11.7,47.667,97.25,115.167,52.875
4,158,61,0.22131147540983606,1.1229508196721312,501.2711753845215,25.490911570903048,80.84834948707612,1.0,122.28826522827148,1,0,1.0,0.9701492537313433,32.5,0.7672869965994044,1,44.0,0.0,568,1878,696,1106,,15.467,49.133,64.667,16.2,46.333,94.417,109.333,52.625
4,159,76,0.75,-0.4342105263157895,604.7979650497437,31.26703642973995,93.27675015994775,1.0,166.22811031341553,1,0,1.0,0.9479166666666666,45.5,0.7345622121208649,1,59.0,0.0,637,2726,849,668,,11.35,44.2,71.2,11.2,89.562,86.583,114.083,58.0
4,160,57,0.23684210526315788,1.043859649122807,492.73130798339844,25.300739625875906,81.1947018322848,1.0,119.28361511230469,1,0,1.0,0.9701492537313433,32.5,0.7672869965994044,1,44.0,0.0,565,1861,682,1095,,14.8,48.6,64.067,14.9,45.25,93.333,107.917,51.75
4,161,62,0.27419354838709675,1.1129032258064515,496.171688079834,25.336275374340396,79.83554205462372,1.0,121.50469589233398,1,0,1.0,0.9701492537313433,32.5,0.7672869965994044,1,44.0,0.0,571,1872,695,1099,,15.6,49.267,64.467,16.5,46.5,94.167,108.833,52.625
4,162,62,1.064516129032258,1.532258064516129,479.595458984375,26.776679479027308,84.715687551524,1.0,122.13922119140625,1,0,1.0,0.8709677419354839,40.5,0.6538410899097808,1,54.0,0.0,846,2274,583,584,,6.167,44.917,72.25,8.083,50.333,94.417,111.0,67.083
4,163,66,0.9545454545454546,1.5757575757575757,408.1791343688965,23.730436887929542,70.75471465816247,1.0,107.66949081420898,1,0,1.0,0.9157894736842105,43.5,0.7022737632364312,1,57.0,0.0,822,1637,618,712,,16.533,54.0,74.0,18.0,36.333,70.667,85.5,55.833
4,164,57,0.23684210526315788,1.043859649122807,523.5075368881226,26.209484565706695,85.1435393544336,1.0,126.19555568695068,1,0,1.0,0.9701492537313433,32.5,0.7672869965994044,1,44.0,0.0,563,1926,707,1126,,14.867,48.6,65.0,14.3,46.917,95.583,111.75,52.75
