Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.77618341639121
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.913639391631709
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1829268292683
Belgium,BEL,Net migration,SM.POP.NETM,105232
Belize,BLZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.552
Belize,BLZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.29537328094713
Belize,BLZ,Population growth (annual %),SP.POP.GROW,2.41171251993503
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.875
Belize,BLZ,Net migration,SM.POP.NETM,1639
Benin,BEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.452
Benin,BEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.888244805144353
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.98424162798508
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.387
Benin,BEN,Net migration,SM.POP.NETM,3947
Bermuda,BMU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.767
Bermuda,BMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.74767294578886
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.251394586009326
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.414
Bermuda,BMU,Net migration,SM.POP.NETM,-201
Bhutan,BTN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.252
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.7124208428696
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.0954380761045
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.765
Bhutan,BTN,Net migration,SM.POP.NETM,-922
Bolivia,BOL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.213
Bolivia,BOL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.42845713052706
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1.64440681785103
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.003
Bolivia,BOL,Net migration,SM.POP.NETM,-12590
Bosnia and Herzegovina,BIH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.26
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.67372248880544
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,-1.77665932121615
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.827
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,-67228
Botswana,BWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.135
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.82114700196456
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2.10943597528371
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.137
Botswana,BWA,Net migration,SM.POP.NETM,5151
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.786
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.62782994932327
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.84088322514573
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.779
Brazil,BRA,Net migration,SM.POP.NETM,-261539
British Virgin Islands,VGB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.183
British Virgin Islands,VGB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
British Virgin Islands,VGB,Population growth (annual %),SP.POP.GROW,1.66509594565746
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.289
British Virgin Islands,VGB,Net migration,SM.POP.NETM,-125
Brunei Darussalam,BRN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.937
Brunei Darussalam,BRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.808737710775503
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,1.89897689252094
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.82
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,2479
Bulgaria,BGR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.57
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.22607879962553
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.658275446635908
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5121951219512
Bulgaria,BGR,Net migration,SM.POP.NETM,-21668
Burkina Faso,BFA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.936
Burkina Faso,BFA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.31934915891263
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.92577947499021
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.343
Burkina Faso,BFA,Net migration,SM.POP.NETM,-42055
Burundi,BDI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.26
Burundi,BDI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.316683987792786
Burundi,BDI,Population growth (annual %),SP.POP.GROW,4.68101057302388
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.088
Burundi,BDI,Net migration,SM.POP.NETM,11845
Cabo Verde,CPV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.329
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.10867941118087
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,0.717181999615317
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.507
Cabo Verde,CPV,Net migration,SM.POP.NETM,-5069
Cambodia,KHM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.859
Cambodia,KHM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.45435117133705
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,1.55621745380597
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.311
Cambodia,KHM,Net migration,SM.POP.NETM,-49781
Cameroon,CMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.154
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.000136421484427274
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.85766146651935
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.965
Cameroon,CMR,Net migration,SM.POP.NETM,-9366
Canada,CAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.65
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.95144744690714
Canada,CAN,Population growth (annual %),SP.POP.GROW,1.11135202971694
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3221951219512
Canada,CAN,Net migration,SM.POP.NETM,225369
Cayman Islands,CYM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.694
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.37886645271013
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,2.77574348652733
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.069
Cayman Islands,CYM,Net migration,SM.POP.NETM,978
Central African Republic,CAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.963
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.47038096593693
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,-0.799202484181735
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.871
Central African Republic,CAF,Net migration,SM.POP.NETM,-43126
Chad,TCD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.99
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.92359181592764
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.46077094768596
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.107
Chad,TCD,Net migration,SM.POP.NETM,10427
Channel Islands,CHI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.58
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.28117501896055
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,0.70224119137965
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2
Channel Islands,CHI,Net migration,SM.POP.NETM,742
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.844
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.79363748014636
Chile,CHL,Population growth (annual %),SP.POP.GROW,1.00455362363927
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.095
Chile,CHL,Net migration,SM.POP.NETM,26048
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.687
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.0634243207535
China,CHN,Population growth (annual %),SP.POP.GROW,0.482959688678361
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.668
China,CHN,Net migration,SM.POP.NETM,-184144
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.01
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.31434936742798
Colombia,COL,Population growth (annual %),SP.POP.GROW,1.13596836363633
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.876
Colombia,COL,Net migration,SM.POP.NETM,-34220
Comoros,COM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.755
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.73828086409912
Comoros,COM,Population growth (annual %),SP.POP.GROW,1.98790768401212
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.747
Comoros,COM,Net migration,SM.POP.NETM,-3832
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.587
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.74773143955383
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.18751592835336
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.411
"Congo, Dem. Rep.",COD,Net migration,SM.POP.NETM,8823
"Congo, Rep.",COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.851
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.47046970435608
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,4.14243050486562
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.731
"Congo, Rep.",COG,Net migration,SM.POP.NETM,12318
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.827
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.06134325895124
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,1.24057536472066
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.354
Costa Rica,CRI,Net migration,SM.POP.NETM,2357
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.292
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.5193074547668
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.20359114199838
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.282
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,-182689
Croatia,HRV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.46
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.11003223418777
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-0.226821270818422
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4756097560976
Croatia,HRV,Net migration,SM.POP.NETM,-3995
Cuba,CUB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.673
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.36597236588088
Cuba,CUB,Population growth (annual %),SP.POP.GROW,0.023813604568028
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.876
Cuba,CUB,Net migration,SM.POP.NETM,-34121
Curacao,CUW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.2
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.17626862745298
Curacao,CUW,Population growth (annual %),SP.POP.GROW,1.26551415533004
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.117
Curacao,CUW,Net migration,SM.POP.NETM,242
Cyprus,CYP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.434
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.357614019094044
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,1.64898311615441
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.632
Cyprus,CYP,Net migration,SM.POP.NETM,11793
Czechia,CZE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.51
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.41582948883936
Czechia,CZE,Population growth (annual %),SP.POP.GROW,0.29136167418042
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4243902439025
Czechia,CZE,Net migration,SM.POP.NETM,34927
Denmark,DNK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.13266938250023
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.444197154509531
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1
Denmark,DNK,Net migration,SM.POP.NETM,17533
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.431
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,2.03332270229716
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.743
Djibouti,DJI,Net migration,SM.POP.NETM,2129
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.887
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.0983573113798997
Dominica,DMA,Population growth (annual %),SP.POP.GROW,-0.00726095133303796
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.68
Dominica,DMA,Net migration,SM.POP.NETM,-206
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.556
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.02231182986095
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.28013209833069
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.039
Dominican Republic,DOM,Net migration,SM.POP.NETM,-36587
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.615
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.2990259381485
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,1.67708805313164
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.188
Ecuador,ECU,Net migration,SM.POP.NETM,-8330
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.296
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.14977851168294
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1.91795124102801
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.078
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,-194100
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.239
El Salvador,SLV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.81801613607789
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,0.329632681613896
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.909
El Salvador,SLV,Net migration,SM.POP.NETM,-54688
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.209
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-13.0151718370352
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,4.59586770504622
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.344
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,22027
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.571
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.205918877679608
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,1.96475727107645
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.665
Eritrea,ERI,Net migration,SM.POP.NETM,-13361
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.72
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.68366165094633
Estonia,EST,Population growth (annual %),SP.POP.GROW,-0.22805796852935
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4292682926829
Estonia,EST,Net migration,SM.POP.NETM,-3781
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.375
Eswatini,SWZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.18713606361428
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,0.586161116007687
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.331
Eswatini,SWZ,Net migration,SM.POP.NETM,-11334
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.282
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.40434487750386
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.83517457968806
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.709
Ethiopia,ETH,Net migration,SM.POP.NETM,80213
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.5146
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.105466831279102
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,-0.275018644732287
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6390243902439
Faroe Islands,FRO,Net migration,SM.POP.NETM,-780
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.696
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.59506233236995
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.34990116341096
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.778
Fiji,FJI,Net migration,SM.POP.NETM,-10354
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87
